country_code,country_name,year,population,net_migration,gdp_per_capita,life_expectancy,fertility_rate,region,income_level,capital,migration_rate,migration_type,pop_growth,gdp_category
JPN,Japan,2020,126261000,42001.0,40028.7341726762,84.56,1.33,East Asia & Pacific,High income,Tokyo,0.33265220456039474,Net Immigration,-0.29376228945061644,High Income
JPN,Japan,2021,125681593,-34996.0,40094.5599795288,84.4456097560976,1.3,East Asia & Pacific,High income,Tokyo,-0.27844968514999646,Net Emigration,-0.4588962545837627,High Income
JPN,Japan,2022,125124989,175003.0,34065.6438962526,83.9963414634146,1.26,East Asia & Pacific,High income,Tokyo,1.3986254975814623,Net Immigration,-0.4428683522494814,High Income
JPN,Japan,2023,124516650,175003.0,33836.1756271617,84.0412195121951,1.2,East Asia & Pacific,High income,Tokyo,1.4054586274205096,Net Immigration,-0.4861850577265625,High Income
JPN,Japan,2024,123975371,153357.0,32487.0778047567,84.0412195121951,1.2,East Asia & Pacific,High income,Tokyo,1.2369956932816923,Net Immigration,-0.4347041138675012,High Income
KAZ,Kazakhstan,2016,18363600,9478.0,7475.56688689424,72.549,2.795,Europe & Central Asia,Upper middle income,Astana,0.5161297349103661,Net Immigration,,Upper Middle
KAZ,Kazakhstan,2017,18651931,21248.0,8943.08416791984,72.996,2.745,Europe & Central Asia,Upper middle income,Astana,1.1391849991295808,Net Immigration,1.5701224160839855,Upper Middle
KAZ,Kazakhstan,2018,18932727,-6644.0,9472.48527327758,73.369,2.845,Europe & Central Asia,Upper middle income,Astana,-0.3509267312627494,Net Emigration,1.5054527062104084,Upper Middle
KAZ,Kazakhstan,2019,19209555,2594.0,9457.12614657136,73.658,2.89,Europe & Central Asia,Upper middle income,Astana,0.13503696467721404,Net Immigration,1.462166543678567,Upper Middle
KAZ,Kazakhstan,2020,19482117,-8716.0,8781.50797787648,71.195,3.13,Europe & Central Asia,Upper middle income,Astana,-0.4473846451081266,Net Emigration,1.4188876317020371,Upper Middle
KAZ,Kazakhstan,2021,19743603,-9804.0,9983.60103576902,70.131,3.32,Europe & Central Asia,Upper middle income,Astana,-0.49656590035770065,Net Emigration,1.3421847327988123,Upper Middle
KAZ,Kazakhstan,2022,20034609,45755.0,11255.3396437881,73.503,3.05,Europe & Central Asia,Upper middle income,Astana,2.283798001747875,Net Immigration,1.4739255038707988,Upper Middle
KAZ,Kazakhstan,2023,20330104,-4822.0,12879.4275257974,74.402,3.012,Europe & Central Asia,Upper middle income,Astana,-0.2371852106609981,Net Emigration,1.4749227199792214,Upper Middle
KAZ,Kazakhstan,2024,20592571,-7368.0,14154.6324958076,74.402,3.012,Europe & Central Asia,Upper middle income,Astana,-0.35779893632514365,Net Emigration,1.2910263518573162,Upper Middle
KEN,Kenya,2016,48139687,-29728.0,1554.12610314423,62.526,3.689,Sub-Saharan Africa,Lower middle income,Nairobi,-0.6175362128964403,Net Emigration,,Lower Middle
KEN,Kenya,2017,49197766,-68702.0,1667.48447230835,62.725,3.609,Sub-Saharan Africa,Lower middle income,Nairobi,-1.3964455215303881,Net Emigration,2.19793493879592,Lower Middle
KEN,Kenya,2018,50207107,-115436.0,1836.45275528993,62.825,3.536,Sub-Saharan Africa,Lower middle income,Nairobi,-2.299196406596381,Net Emigration,2.0515992535108163,Lower Middle
KEN,Kenya,2019,51202827,-61949.0,1960.40808854893,62.939,3.433,Sub-Saharan Africa,Lower middle income,Nairobi,-1.2098746032128265,Net Emigration,1.9832252035553388,Lower Middle
KEN,Kenya,2020,52217334,-17111.0,1927.66459027849,61.596,3.364,Sub-Saharan Africa,Lower middle income,Nairobi,-0.3276881198109425,Net Emigration,1.9813495844672735,Lower Middle
KEN,Kenya,2021,53219166,-52552.0,2061.35622089594,61.225,3.312,Sub-Saharan Africa,Lower middle income,Nairobi,-0.9874638020445491,Net Emigration,1.9185812895005316,Lower Middle
KEN,Kenya,2022,54252461,-10003.0,2109.56288513137,63.549,3.262,Sub-Saharan Africa,Lower middle income,Nairobi,-0.1843787326071715,Net Emigration,1.9415843532760269,Lower Middle
KEN,Kenya,2023,55339003,-10003.0,1942.58802756191,63.646,3.208,Sub-Saharan Africa,Lower middle income,Nairobi,-0.18075858721198865,Net Emigration,2.002751543381609,Lower Middle
KEN,Kenya,2024,56432944,-19781.0,2132.43452097647,63.646,3.208,Sub-Saharan Africa,Lower middle income,Nairobi,-0.35052220561096364,Net Emigration,1.976799256755668,Lower Middle
KGZ,Kyrgyz Republic,2016,6175338,1187.0,1103.27489428412,70.9512195121951,3.1,Europe & Central Asia,Lower middle income,Bishkek,0.19221619934001993,Net Immigration,,Lower Middle
KGZ,Kyrgyz Republic,2017,6306696,7553.0,1221.39046807082,71.2,3.0,Europe & Central Asia,Lower middle income,Bishkek,1.19761599417508,Net Immigration,2.127138627877545,Lower Middle
KGZ,Kyrgyz Republic,2018,6444079,3494.0,1283.5203037417,71.4,3.3,Europe & Central Asia,Lower middle income,Bishkek,0.5422031604516332,Net Immigration,2.178367246494828,Lower Middle
KGZ,Kyrgyz Republic,2019,6590211,47303.0,1421.99927504102,71.6,3.3,Europe & Central Asia,Lower middle income,Bishkek,7.177767145847076,Net Immigration,2.267694111136742,Lower Middle
KGZ,Kyrgyz Republic,2020,6726596,54704.0,1229.51766602907,71.8,3.1,Europe & Central Asia,Lower middle income,Bishkek,8.132493760588565,Net Immigration,2.0695088518410065,Lower Middle
KGZ,Kyrgyz Republic,2021,6851224,46208.0,1349.99730650542,71.9,2.89,Europe & Central Asia,Lower middle income,Bishkek,6.744488284137258,Net Immigration,1.8527647564979377,Lower Middle
KGZ,Kyrgyz Republic,2022,6975220,12596.0,1739.72018344174,72.0487804878049,2.8,Europe & Central Asia,Lower middle income,Bishkek,1.805821178400108,Net Immigration,1.8098371911354771,Lower Middle
KGZ,Kyrgyz Republic,2023,7099750,5601.0,2138.22210211478,72.2487804878049,2.7,Europe & Central Asia,Lower middle income,Bishkek,0.7889010176414663,Net Immigration,1.7853200329165153,Lower Middle
KGZ,Kyrgyz Republic,2024,7221868,3645.0,2420.18542283831,72.2487804878049,2.7,Europe & Central Asia,Lower middle income,Bishkek,0.5047170621229854,Net Immigration,1.7200323955068875,Lower Middle
KHM,Cambodia,2016,15852803,-51324.0,1675.19555711109,69.635,2.725,East Asia & Pacific,Lower middle income,Phnom Penh,-3.2375347123155445,Net Emigration,,Lower Middle
KHM,Cambodia,2017,16073372,-74362.0,1826.35391688754,69.842,2.719,East Asia & Pacific,Lower middle income,Phnom Penh,-4.626409442897234,Net Emigration,1.3913564686320878,Lower Middle
KHM,Cambodia,2018,16274522,-86702.0,2036.67377566578,69.993,2.724,East Asia & Pacific,Lower middle income,Phnom Penh,-5.327468296764723,Net Emigration,1.2514486692649207,Lower Middle
KHM,Cambodia,2019,16481304,-57268.0,2225.87705485686,70.127,2.725,East Asia & Pacific,Lower middle income,Phnom Penh,-3.4747250581628735,Net Emigration,1.2705872405960772,Lower Middle
KHM,Cambodia,2020,16725474,0.0,2081.73914242939,70.059,2.699,East Asia & Pacific,Lower middle income,Phnom Penh,0.0,Net Emigration,1.4814968524335281,Lower Middle
KHM,Cambodia,2021,16974305,-27025.0,2167.40324198499,69.301,2.664,East Asia & Pacific,Lower middle income,Phnom Penh,-1.5921123132876427,Net Emigration,1.487736610633572,Lower Middle
KHM,Cambodia,2022,17201724,-31350.0,2325.03050040841,70.528,2.616,East Asia & Pacific,Lower middle income,Phnom Penh,-1.822491745594802,Net Emigration,1.3397838674396478,Lower Middle
KHM,Cambodia,2023,17423880,-31837.0,2429.74853452838,70.668,2.579,East Asia & Pacific,Lower middle income,Phnom Penh,-1.8272049623849567,Net Emigration,1.291475203299397,Lower Middle
KHM,Cambodia,2024,17638801,-32960.0,2627.87969756224,70.668,2.579,East Asia & Pacific,Lower middle income,Phnom Penh,-1.868607735865947,Net Emigration,1.2334853086683362,Lower Middle
KIR,Kiribati,2016,118478,-756.0,1742.66799324117,65.799,3.375,East Asia & Pacific,Lower middle income,Tarawa,-6.38093148095005,Net Emigration,,Lower Middle
KIR,Kiribati,2017,120275,-750.0,1853.05122713319,65.787,3.339,East Asia & Pacific,Lower middle income,Tarawa,-6.235709831635835,Net Emigration,1.5167372845591665,Lower Middle
KIR,Kiribati,2018,122084,-741.0,1912.73809378187,65.807,3.318,East Asia & Pacific,Lower middle income,Tarawa,-6.069591428852266,Net Emigration,1.5040532113905547,Lower Middle
KIR,Kiribati,2019,123921,-705.0,1750.9977188915,65.866,3.29,East Asia & Pacific,Lower middle income,Tarawa,-5.68910838356695,Net Emigration,1.504701680809939,Lower Middle
KIR,Kiribati,2020,126099,0.0,1751.78249168214,65.205,3.254,East Asia & Pacific,Lower middle income,Tarawa,0.0,Net Emigration,1.7575713559445205,Lower Middle
KIR,Kiribati,2021,128377,-348.0,2222.04819501897,64.148,3.219,East Asia & Pacific,Lower middle income,Tarawa,-2.710765947171222,Net Emigration,1.8065171016423687,Lower Middle
KIR,Kiribati,2022,130469,-395.0,2069.7671726925,66.269,3.182,East Asia & Pacific,Lower middle income,Tarawa,-3.0275391089070967,Net Emigration,1.62957539123052,Lower Middle
KIR,Kiribati,2023,132530,-485.0,2177.70125812262,66.473,3.147,East Asia & Pacific,Lower middle income,Tarawa,-3.659548781407983,Net Emigration,1.5796855958120304,Lower Middle
KIR,Kiribati,2024,134518,-471.0,2288.63471423684,66.473,3.147,East Asia & Pacific,Lower middle income,Tarawa,-3.5013901485303083,Net Emigration,1.5000377273070242,Lower Middle
KNA,St. Kitts and Nevis,2016,47075,-202.0,21387.5415511103,71.227,1.633,Latin America & Caribbean,High income,Basseterre,-4.291024960169942,Net Emigration,,High Income
KNA,St. Kitts and Nevis,2017,47050,-202.0,22464.9899633959,71.284,1.61,Latin America & Caribbean,High income,Basseterre,-4.293304994686504,Net Emigration,-0.05310674455656361,High Income
KNA,St. Kitts and Nevis,2018,47008,-202.0,22901.3816403197,71.336,1.587,Latin America & Caribbean,High income,Basseterre,-4.29714091218516,Net Emigration,-0.08926673751328273,High Income
KNA,St. Kitts and Nevis,2019,46952,-202.0,23595.4923231291,71.54,1.568,Latin America & Caribbean,High income,Basseterre,-4.302266144147214,Net Emigration,-0.11912865895167268,High Income
KNA,St. Kitts and Nevis,2020,46870,-202.0,18859.0190361046,71.181,1.55,Latin America & Caribbean,High income,Basseterre,-4.309793044591423,Net Emigration,-0.17464644743567792,Upper Middle
KNA,St. Kitts and Nevis,2021,46763,-92.0,18361.1449697886,69.271,1.531,Latin America & Caribbean,High income,Basseterre,-1.9673673630862007,Net Emigration,-0.22829101770855953,Upper Middle
KNA,St. Kitts and Nevis,2022,46709,0.0,21011.5744209816,70.313,1.512,Latin America & Caribbean,High income,Basseterre,0.0,Net Emigration,-0.11547591044201999,High Income
KNA,St. Kitts and Nevis,2023,46758,0.0,22576.9248439166,72.145,1.505,Latin America & Caribbean,High income,Basseterre,0.0,Net Emigration,0.10490483632703551,High Income
KNA,St. Kitts and Nevis,2024,46843,-7.0,23960.6534357084,72.145,1.505,Latin America & Caribbean,High income,Basseterre,-0.14943534786414192,Net Emigration,0.18178707386971027,High Income
KOR,"Korea, Rep.",2016,51217803,91568.0,30832.0628072516,82.2756097560976,1.172,East Asia & Pacific,High income,Seoul,1.7878158498911014,Net Immigration,,High Income
KOR,"Korea, Rep.",2017,51361911,104029.0,33296.9845439195,82.6268292682927,1.052,East Asia & Pacific,High income,Seoul,2.0254113987308613,Net Immigration,0.2813631033724784,High Income
KOR,"Korea, Rep.",2018,51585058,118220.0,35363.9508228687,82.6268292682927,0.977,East Asia & Pacific,High income,Seoul,2.2917489013969896,Net Immigration,0.43446008073959597,High Income
KOR,"Korea, Rep.",2019,51764822,128622.0,33826.9443301597,83.2268292682927,0.918,East Asia & Pacific,High income,Seoul,2.4847376080999566,Net Immigration,0.3484807558033598,High Income
KOR,"Korea, Rep.",2020,51836239,112631.0,33645.7719545073,83.4268292682927,0.837,East Asia & Pacific,High income,Seoul,2.1728235337444137,Net Immigration,0.1379643496117966,High Income
KOR,"Korea, Rep.",2021,51769539,-16778.0,37518.4635305697,83.5268292682927,0.808,East Asia & Pacific,High income,Seoul,-0.3240901952014678,Net Emigration,-0.12867445880863082,High Income
KOR,"Korea, Rep.",2022,51672569,87800.0,34822.4048404971,82.6804878048781,0.778,East Asia & Pacific,High income,Seoul,1.699160728780487,Net Immigration,-0.1873109204236889,High Income
KOR,"Korea, Rep.",2023,51712619,87800.0,35674.095995632,83.4292682926829,0.721,East Asia & Pacific,High income,Seoul,1.6978447755662887,Net Immigration,0.07750727470121621,High Income
KOR,"Korea, Rep.",2024,51751065,75963.0,36238.639908315,83.4292682926829,0.721,East Asia & Pacific,High income,Seoul,1.467853849964247,Net Immigration,0.07434549002440782,High Income
KWT,Kuwait,2016,4004096,105818.0,27323.6890735517,79.6775853658537,2.061,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,26.427438303177546,Net Immigration,,High Income
KWT,Kuwait,2017,4154812,92717.0,29047.6536135703,79.9160731707317,2.16,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,22.315570475872313,Net Immigration,3.764045617287892,High Income
KWT,Kuwait,2018,4323515,145973.0,32067.9623756889,80.1063658536585,2.118,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,33.762575126951106,Net Immigration,4.060424394653728,High Income
KWT,Kuwait,2019,4442316,181.0,31707.8737443551,81.969756097561,2.082,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,0.040744512547058784,Net Immigration,2.7477873905838113,High Income
KWT,Kuwait,2020,4400267,-168379.0,25236.0755848941,78.7609756097561,2.033,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,-38.265632517299515,Net Emigration,-0.9465558055752887,High Income
KWT,Kuwait,2021,4360865,19678.0,34018.6342592913,78.7365853658537,2.148,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,4.512407515481447,Net Immigration,-0.8954456627290996,High Income
KWT,Kuwait,2022,4589643,368560.0,39981.7691035833,80.5878048780488,1.546,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,80.30254204956681,Net Immigration,5.246161025392904,High Income
KWT,Kuwait,2023,4853420,50008.0,34075.849012909,83.1878048780488,1.524,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,10.303662159879012,Net Immigration,5.7472226053311815,High Income
KWT,Kuwait,2024,4897263,61624.0,32717.7186631255,83.1878048780488,1.524,"Middle East, North Africa, Afghanistan & Pakistan",High income,Kuwait City,12.583355233321143,Net Immigration,0.9033423853694877,High Income
LAO,Lao PDR,2016,6908802,-11401.0,2303.22156035363,67.014,2.744,East Asia & Pacific,Lower middle income,Vientiane,-1.6502137418325202,Net Emigration,,Lower Middle
LAO,Lao PDR,2017,7018147,-10400.0,2432.43059478511,67.345,2.691,East Asia & Pacific,Lower middle income,Vientiane,-1.4818726367515527,Net Emigration,1.5826911814812439,Lower Middle
LAO,Lao PDR,2018,7128045,-10305.0,2545.1075420815,67.594,2.633,East Asia & Pacific,Lower middle income,Vientiane,-1.4456979438261122,Net Emigration,1.565911913785789,Lower Middle
LAO,Lao PDR,2019,7237636,-10305.0,2589.32081035237,67.911,2.589,East Asia & Pacific,Lower middle income,Vientiane,-1.4238074420984974,Net Emigration,1.5374622354376255,Lower Middle
LAO,Lao PDR,2020,7346533,-10305.0,2583.77730696131,68.339,2.535,East Asia & Pacific,Lower middle income,Vientiane,-1.4027024720368098,Net Emigration,1.5045934888131995,Lower Middle
LAO,Lao PDR,2021,7453194,-10305.0,2526.05105018529,67.807,2.494,East Asia & Pacific,Lower middle income,Vientiane,-1.3826287092486793,Net Emigration,1.4518549089754362,Lower Middle
LAO,Lao PDR,2022,7559007,-10003.0,2046.40440255621,68.715,2.455,East Asia & Pacific,Lower middle income,Vientiane,-1.323321965438053,Net Emigration,1.4197000641604118,Lower Middle
LAO,Lao PDR,2023,7664993,-10003.0,2066.94979776957,68.964,2.421,East Asia & Pacific,Lower middle income,Vientiane,-1.305024022852989,Net Emigration,1.402115383674074,Lower Middle
LAO,Lao PDR,2024,7769819,-10284.0,2123.97909415109,68.964,2.421,East Asia & Pacific,Lower middle income,Vientiane,-1.3235829560508425,Net Emigration,1.3675942039346856,Lower Middle
LBN,Lebanon,2016,6323060,-247921.0,8089.012088155,78.306,2.39,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-39.209022213928066,Net Emigration,,Upper Middle
LBN,Lebanon,2017,6160128,-253664.0,8608.21084982387,78.192,2.372,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-41.17836512488052,Net Emigration,-2.576790351507019,Upper Middle
LBN,Lebanon,2018,5984119,-259700.0,9174.53666204759,78.263,2.347,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-43.398201138713986,Net Emigration,-2.8572295900344935,Upper Middle
LBN,Lebanon,2019,5794594,-266992.0,8905.88005497437,78.208,2.327,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-46.076049504072245,Net Emigration,-3.16713287285898,Upper Middle
LBN,Lebanon,2020,5702398,-47787.0,5561.19166950397,76.299,2.308,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-8.380158663074727,Net Emigration,-1.591069193113448,Upper Middle
LBN,Lebanon,2021,5718122,-27290.0,4045.37391066234,73.65,2.283,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-4.772545951275611,Net Emigration,0.2757436432883065,Lower Middle
LBN,Lebanon,2022,5744489,-27507.0,3654.35845534878,78.003,2.263,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-4.788415470897411,Net Emigration,0.46111293183321855,Lower Middle
LBN,Lebanon,2023,5773493,-34193.0,3477.72489842684,77.817,2.239,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-5.922411268187213,Net Emigration,0.5049013062780716,Lower Middle
LBN,Lebanon,2024,5805962,-17267.0,3477.72489842684,77.817,2.239,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,Beirut,-2.974011886402288,Net Emigration,0.5623805207696675,Lower Middle
LBR,Liberia,2016,4755608,-26796.0,714.613063145659,60.483,4.461,Sub-Saharan Africa,Low income,Monrovia,-5.6346107584981775,Net Emigration,,Low Income
LBR,Liberia,2017,4848925,-24807.0,699.269095727404,60.777,4.396,Sub-Saharan Africa,Low income,Monrovia,-5.11597931500281,Net Emigration,1.9622517247006144,Low Income
LBR,Liberia,2018,4944726,-23199.0,692.203127129794,60.999,4.336,Sub-Saharan Africa,Low income,Monrovia,-4.691665422917266,Net Emigration,1.9757162670076323,Low Income
LBR,Liberia,2019,5043721,-19678.0,658.164180770507,61.232,4.257,Sub-Saharan Africa,Low income,Monrovia,-3.9014846380281543,Net Emigration,2.0020320640617983,Low Income
LBR,Liberia,2020,5149463,-10107.0,616.787867006715,61.267,4.174,Sub-Saharan Africa,Low income,Monrovia,-1.962728929210677,Net Emigration,2.0965077172190982,Low Income
LBR,Liberia,2021,5259323,-11852.0,667.96610514319,61.166,4.089,Sub-Saharan Africa,Low income,Monrovia,-2.253521983723,Net Emigration,2.1334263397950526,Low Income
LBR,Liberia,2022,5373294,-5003.0,744.617175237387,61.934,4.016,Sub-Saharan Africa,Low income,Monrovia,-0.9310862201100479,Net Emigration,2.1670279615836563,Low Income
LBR,Liberia,2023,5493031,-5002.0,799.194470229642,62.163,3.95,Sub-Saharan Africa,Low income,Monrovia,-0.9106083690406991,Net Emigration,2.2283723913115505,Low Income
LBR,Liberia,2024,5612817,-7779.0,851.497723870206,62.163,3.95,Sub-Saharan Africa,Low income,Monrovia,-1.3859350839337894,Net Emigration,2.1806904057158905,Low Income
LBY,Libya,2016,6632126,-5081.0,7525.80299308216,71.799,2.673,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,-0.7661193409172262,Net Emigration,,Upper Middle
LBY,Libya,2017,6738770,9208.0,9965.83236729757,72.721,2.626,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,1.3664214686062885,Net Immigration,1.6079911630146881,Upper Middle
LBY,Libya,2018,6849055,5841.0,11196.5854810844,73.151,2.581,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,0.8528183815139461,Net Immigration,1.6365746271203685,Upper Middle
LBY,Libya,2019,6951033,-1352.0,9963.19489084483,72.941,2.539,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,-0.194503464449097,Net Emigration,1.4889353348746637,Upper Middle
LBY,Libya,2020,7045399,-694.0,6650.33810585348,72.388,2.507,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,-0.09850400239929633,Net Emigration,1.3575823909913742,Upper Middle
LBY,Libya,2021,7135175,-694.0,4935.82787349801,72.062,2.462,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,-0.09726460808599648,Net Emigration,1.274250046022951,Lower Middle
LBY,Libya,2022,7223805,-2001.0,5986.63694851258,74.462,2.402,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,-0.2770008326636724,Net Emigration,1.2421559387120862,Upper Middle
LBY,Libya,2023,7305659,-2001.0,6026.51518708812,69.339,2.355,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,-0.27389726238249007,Net Emigration,1.1331147504673789,Upper Middle
LBY,Libya,2024,7381023,3448.0,6569.16408678648,69.339,2.355,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,Tripoli,0.467143917584324,Net Immigration,1.0315838721736137,Upper Middle
LCA,St. Lucia,2016,175646,-57.0,10638.1269396653,72.552,1.461,Latin America & Caribbean,Upper middle income,Castries,-0.32451635676303475,Net Emigration,,Upper Middle
LCA,St. Lucia,2017,176342,-38.0,11333.1123822102,72.522,1.448,Latin America & Caribbean,Upper middle income,Castries,-0.21549035397126037,Net Emigration,0.39625155141591595,Upper Middle
LCA,St. Lucia,2018,177017,-18.0,11642.6984727769,72.655,1.436,Latin America & Caribbean,Upper middle income,Castries,-0.1016851488840055,Net Emigration,0.38277891823841337,Upper Middle
LCA,St. Lucia,2019,177661,0.0,11794.0597229805,72.249,1.424,Latin America & Caribbean,Upper middle income,Castries,0.0,Net Emigration,0.36380686600721024,Upper Middle
LCA,St. Lucia,2020,178250,0.0,8411.07474936367,72.308,1.411,Latin America & Caribbean,Upper middle income,Castries,0.0,Net Emigration,0.33153027394869916,Upper Middle
LCA,St. Lucia,2021,178522,0.0,10459.1321248092,69.119,1.399,Latin America & Caribbean,Upper middle income,Castries,0.0,Net Emigration,0.15259467040673602,Upper Middle
LCA,St. Lucia,2022,178781,0.0,13103.8243147472,72.67,1.387,Latin America & Caribbean,Upper middle income,Castries,0.0,Net Emigration,0.14508015818779363,Upper Middle
LCA,St. Lucia,2023,179285,0.0,13554.7684784933,72.697,1.379,Latin America & Caribbean,Upper middle income,Castries,0.0,Net Emigration,0.28190915141990125,Upper Middle
LCA,St. Lucia,2024,179744,-7.0,14181.6303351598,72.697,1.379,Latin America & Caribbean,Upper middle income,Castries,-0.03894427630407691,Net Emigration,0.2560169562428438,Upper Middle
LIE,Liechtenstein,2016,37716,63.0,165375.491396259,82.2585365853659,1.61,Europe & Central Asia,High income,Vaduz,1.670378619153675,Net Immigration,,High Income
LIE,Liechtenstein,2017,37962,206.0,170547.092298954,83.7463414634147,1.44,Europe & Central Asia,High income,Vaduz,5.426479110689637,Net Immigration,0.6522430798600043,High Income
LIE,Liechtenstein,2018,38246,155.0,174988.775083446,83.0414634146342,1.58,Europe & Central Asia,High income,Vaduz,4.052711394655651,Net Immigration,0.7481165375902155,High Income
LIE,Liechtenstein,2019,38563,271.0,166907.839305016,84.1609756097561,1.48,Europe & Central Asia,High income,Vaduz,7.027461556414179,Net Immigration,0.828844846519905,High Income
LIE,Liechtenstein,2020,38901,269.0,164671.093553454,81.6585365853659,1.46,Europe & Central Asia,High income,Vaduz,6.914989331893781,Net Immigration,0.8764878251173336,High Income
LIE,Liechtenstein,2021,39182,187.0,201944.830335076,84.4024390243902,1.53,Europe & Central Asia,High income,Vaduz,4.772599663110612,Net Immigration,0.7223464692424297,High Income
LIE,Liechtenstein,2022,39493,212.0,188055.003235348,84.1219512195122,1.47,Europe & Central Asia,High income,Vaduz,5.368039905806092,Net Immigration,0.793731815629628,High Income
LIE,Liechtenstein,2023,39846,214.0,206780.590353385,84.8414634146342,1.45,Europe & Central Asia,High income,Vaduz,5.370677106861416,Net Immigration,0.8938292862026076,High Income
LIE,Liechtenstein,2024,40450,206.0,206780.590353385,84.8414634146342,1.45,Europe & Central Asia,High income,Vaduz,5.092707045735477,Net Immigration,1.5158359684786404,High Income
LKA,Sri Lanka,2016,21209000,-18388.0,4149.19190775593,76.136,2.062,South Asia,Lower middle income,Colombo,-0.8669904285916356,Net Emigration,,Lower Middle
LKA,Sri Lanka,2017,21453000,-22324.0,4398.88828068715,76.239,2.044,South Asia,Lower middle income,Colombo,-1.0406003822309233,Net Emigration,1.1504549955207777,Lower Middle
LKA,Sri Lanka,2018,21670000,-28607.0,4358.56095906047,76.485,2.033,South Asia,Lower middle income,Colombo,-1.3201199815413014,Net Emigration,1.0115135412296583,Lower Middle
LKA,Sri Lanka,2019,21803000,-28426.0,4081.94772722003,76.698,2.022,South Asia,Lower middle income,Colombo,-1.3037655368527268,Net Emigration,0.6137517305029982,Lower Middle
LKA,Sri Lanka,2020,21919000,-29875.0,3847.60137695639,76.928,2.007,South Asia,Lower middle income,Colombo,-1.3629727633559927,Net Emigration,0.532036875659303,Lower Middle
LKA,Sri Lanka,2021,22156000,-29586.0,3996.96240014909,76.278,1.995,South Asia,Lower middle income,Colombo,-1.3353493410362882,Net Emigration,1.081253706829699,Lower Middle
LKA,Sri Lanka,2022,22181000,-27435.0,3342.63650253855,77.3,1.984,South Asia,Lower middle income,Colombo,-1.2368693927235022,Net Emigration,0.11283625203104553,Lower Middle
LKA,Sri Lanka,2023,22037000,-28011.0,3798.89016573011,77.483,1.974,South Asia,Lower middle income,Colombo,-1.2710895312429096,Net Emigration,-0.649204273928139,Lower Middle
LKA,Sri Lanka,2024,21916000,-27245.0,4515.56787322732,77.483,1.974,South Asia,Lower middle income,Colombo,-1.243155685344041,Net Emigration,-0.5490765530698383,Lower Middle
LSO,Lesotho,2016,2130422,-6766.0,992.491840678465,52.908,3.18,Sub-Saharan Africa,Lower middle income,Maseru,-3.1758966064000465,Net Emigration,,Low Income
LSO,Lesotho,2017,2157110,-6850.0,1069.36673247542,53.874,3.105,Sub-Saharan Africa,Lower middle income,Maseru,-3.1755450579710818,Net Emigration,1.2527095570736613,Lower Middle
LSO,Lesotho,2018,2183603,-6892.0,1170.65569702819,54.638,3.016,Sub-Saharan Africa,Lower middle income,Maseru,-3.156251388187322,Net Emigration,1.2281710251215827,Lower Middle
LSO,Lesotho,2019,2209405,-6896.0,1082.05706777516,55.249,2.924,Sub-Saharan Africa,Lower middle income,Maseru,-3.1212023146503243,Net Emigration,1.181625048142898,Lower Middle
LSO,Lesotho,2020,2235727,-3449.0,918.582574704447,55.133,2.846,Sub-Saharan Africa,Lower middle income,Maseru,-1.5426749330307323,Net Emigration,1.1913614751482893,Low Income
LSO,Lesotho,2021,2261542,-3449.0,1066.58645143823,54.209,2.769,Sub-Saharan Africa,Lower middle income,Maseru,-1.5250656410537589,Net Emigration,1.1546579703156867,Lower Middle
LSO,Lesotho,2022,2286110,-6023.0,1030.12582947757,56.812,2.716,Sub-Saharan Africa,Lower middle income,Maseru,-2.63460638376981,Net Emigration,1.0863384363412276,Lower Middle
